School,ACARA SML ID,year,Locality,Median VCE study score,Percentage of study scores of 40 and over,Percentage of VCE students applying for tertiary places,Percentage of satisfactory VCE completions,ICSEA,School Sector,School Type,Total Enrolments,Latitude,Longitude
Sacred Heart College Kyneton,45717.0,2021,KYNETON,30.0,3.7,81.1,100.0,1017.0,Catholic,Secondary,250.0,-36.008887,146.009947
Sacred Heart College Kyneton,45672.0,2022,KYNETON,30.0,4.4,83.1,98.0,1094.0,Catholic,Secondary,1451.0,-38.14949635,144.34014532
Sacred Heart College Kyneton,45682.0,2022,KYNETON,30.0,4.4,83.1,98.0,1071.0,Catholic,Secondary,791.0,-37.252887,144.458821
Sacred Heart College Kyneton,45717.0,2022,KYNETON,30.0,4.4,83.1,98.0,1018.0,Catholic,Secondary,227.0,-36.008887,146.009947
Sacred Heart College Kyneton,,2023,KYNETON,29.0,3.3,82.5,100.0,,,,,,
Sacred Heart Girls' College,45922.0,2014,HUGHESDALE,33.0,14.5,95.0,99.0,1079.0,Catholic,Secondary,1029.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2015,HUGHESDALE,33.0,12.8,96.0,100.0,1083.0,Catholic,Secondary,1021.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2016,HUGHESDALE,33.0,13.8,100.0,100.0,1082.0,Catholic,Secondary,1020.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2017,HUGHESDALE,34.0,13.6,99.0,100.0,1090.0,Catholic,Secondary,1008.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2018,HUGHESDALE,32.0,10.9,98.2,100.0,1090.0,Catholic,Secondary,1005.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2019,HUGHESDALE,32.0,12.2,97.5,100.0,1096.0,Catholic,Secondary,1006.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2020,HUGHESDALE,34.0,12.9,97.0,100.0,1099.0,Catholic,Secondary,986.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2021,HUGHESDALE,32.0,8.8,96.5,99.0,1102.0,Catholic,Secondary,959.0,-37.902163,145.086083
Sacred Heart Girls' College,45922.0,2022,HUGHESDALE,32.0,12.5,92.9,100.0,1102.0,Catholic,Secondary,961.0,-37.902163,145.086083
Sacred Heart Girls' College,,2023,HUGHESDALE,32.0,8.2,97.1,100.0,,,,,,
Saint Ignatius College,45721.0,2014,DRYSDALE,31.0,7.7,85.0,100.0,1012.0,Catholic,Secondary,1084.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2015,DRYSDALE,31.0,8.5,76.0,98.0,1048.0,Catholic,Secondary,1137.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2016,DRYSDALE,30.0,8.5,76.0,100.0,1050.0,Catholic,Secondary,1197.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2017,DRYSDALE,32.0,7.9,70.0,100.0,1051.0,Catholic,Secondary,1241.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2018,DRYSDALE,31.0,6.0,76.9,100.0,1057.0,Catholic,Secondary,1260.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2019,DRYSDALE,30.0,5.9,68.8,99.0,1063.0,Catholic,Secondary,1291.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2020,DRYSDALE,30.0,5.5,73.8,99.0,1064.0,Catholic,Secondary,1321.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2021,DRYSDALE,31.0,6.9,78.3,100.0,1069.0,Catholic,Secondary,1343.0,-38.18870264,144.55789753
Saint Ignatius College,45721.0,2022,DRYSDALE,30.0,6.5,71.4,99.0,1070.0,Catholic,Secondary,1363.0,-38.18870264,144.55789753
Saint Ignatius College,,2023,DRYSDALE,30.0,6.3,67.4,100.0,,,,,,
Sale College,40726.0,2014,SALE,27.0,2.2,66.0,90.0,932.0,Government,Secondary,704.0,-38.108921,147.068006
Sale College,40726.0,2015,SALE,26.0,2.9,70.0,91.0,931.0,Government,Secondary,756.0,-38.108921,147.068006
Sale College,40726.0,2016,SALE,26.0,2.5,61.0,94.0,941.0,Government,Secondary,744.0,-38.108921,147.068006
Sale College,40726.0,2017,SALE,25.0,0.9,65.0,96.0,932.0,Government,Secondary,757.0,-38.108921,147.068006
Sale College,40726.0,2018,SALE,25.0,1.2,52.1,99.0,942.0,Government,Secondary,768.0,-38.108921,147.068006
Sale College,40726.0,2019,SALE,26.0,1.6,60.3,97.0,946.0,Government,Secondary,798.0,-38.108921,147.068006
Sale College,40726.0,2020,SALE,25.0,0.4,59.7,98.0,946.0,Government,Secondary,843.0,-38.108921,147.068006
Sale College,40726.0,2021,SALE,26.0,0.0,46.0,94.0,944.0,Government,Secondary,802.0,-38.108921,147.068006
Sale College,40726.0,2022,SALE,24.0,0.4,64.2,98.0,938.0,Government,Secondary,789.0,-38.108921,147.068006
Sale College,,2023,SALE,26.0,2.7,54.8,95.0,,,,,,
Salesian College,40726.0,2014,CHADSTONE,31.0,11.4,91.0,100.0,932.0,Government,Secondary,704.0,-38.108921,147.068006
Salesian College,40726.0,2015,CHADSTONE,31.0,8.7,93.0,100.0,931.0,Government,Secondary,756.0,-38.108921,147.068006
Salesian College,40726.0,2016,CHADSTONE,31.0,9.1,88.0,100.0,941.0,Government,Secondary,744.0,-38.108921,147.068006
Salesian College,40726.0,2017,CHADSTONE,31.0,5.0,91.0,100.0,932.0,Government,Secondary,757.0,-38.108921,147.068006
Salesian College,40726.0,2018,CHADSTONE,31.0,6.4,89.2,99.0,942.0,Government,Secondary,768.0,-38.108921,147.068006
Salesian College,40726.0,2019,CHADSTONE,31.0,8.0,89.6,98.0,946.0,Government,Secondary,798.0,-38.108921,147.068006
Salesian College,40726.0,2020,CHADSTONE,30.0,4.0,91.6,99.0,946.0,Government,Secondary,843.0,-38.108921,147.068006
Salesian College,40726.0,2021,CHADSTONE,31.0,8.5,83.2,99.0,944.0,Government,Secondary,802.0,-38.108921,147.068006
Salesian College,40726.0,2022,CHADSTONE,31.0,8.9,87.3,100.0,938.0,Government,Secondary,789.0,-38.108921,147.068006
Salesian College,,2023,CHADSTONE,32.0,11.7,80.9,99.0,,,,,,
Salesian College Sunbury,45827.0,2014,SUNBURY,30.0,5.9,97.0,99.0,1056.0,Catholic,Secondary,1141.0,-37.572644000000025,144.73903
Salesian College Sunbury,45827.0,2015,SUNBURY,30.0,3.8,97.0,99.0,1055.0,Catholic,Secondary,1209.0,-37.572644000000025,144.73903
Salesian College Sunbury,45827.0,2016,SUNBURY,29.0,3.8,96.0,99.0,1053.0,Catholic,Secondary,1219.0,-37.572644,144.73903
Salesian College Sunbury,45827.0,2017,SUNBURY,29.0,2.3,90.0,99.0,1055.0,Catholic,Secondary,1218.0,-37.572644,144.73903
Salesian College Sunbury,45827.0,2018,SUNBURY,29.0,3.1,93.4,99.0,1055.0,Catholic,Secondary,1263.0,-37.572644,144.73903
Salesian College Sunbury,45827.0,2019,SUNBURY,29.0,3.9,90.1,100.0,1053.0,Catholic,Secondary,1265.0,-37.572644,144.73903
Salesian College Sunbury,45827.0,2020,SUNBURY,30.0,4.7,89.9,100.0,1052.0,Catholic,Secondary,1332.0,-37.572644,144.73903
Salesian College Sunbury,45827.0,2021,SUNBURY,28.0,3.1,71.7,99.0,1052.0,Catholic,Secondary,1395.0,-37.572644,144.73903
Salesian College Sunbury,45827.0,2022,SUNBURY,28.0,2.4,75.2,99.0,1053.0,Catholic,Secondary,1469.0,-37.572644,144.73903
Salesian College Sunbury,,2023,SUNBURY,28.0,2.4,65.7,100.0,,,,,,
Sandringham College,40620.0,2014,SANDRINGHAM,28.0,1.6,65.0,97.0,1054.0,Government,Secondary,1013.0,-37.9566838,145.02334835
Sandringham College,40620.0,2015,SANDRINGHAM,28.0,3.9,71.0,97.0,1069.0,Government,Secondary,982.0,-37.9566838,145.02334835
Sandringham College,40620.0,2016,SANDRINGHAM,28.0,5.1,73.0,97.0,1061.0,Government,Secondary,933.0,-37.9566838,145.02334835
Sandringham College,40620.0,2017,SANDRINGHAM,29.0,3.5,80.0,97.0,1073.0,Government,Secondary,965.0,-37.9566838,145.02334835
Sandringham College,40620.0,2018,SANDRINGHAM,28.0,3.8,74.0,95.0,1079.0,Government,Secondary,908.0,-37.9566838,145.02334835
Sandringham College,40620.0,2019,SANDRINGHAM,30.0,5.8,75.5,96.0,1071.0,Government,Secondary,980.0,-37.9566838,145.02334835
Sandringham College,40620.0,2020,SANDRINGHAM,30.0,7.9,80.3,97.0,1082.0,Government,Secondary,933.0,-37.9566838,145.02334835
Sandringham College,40620.0,2021,SANDRINGHAM,30.0,5.9,77.9,94.0,1085.0,Government,Secondary,947.0,-37.9566838,145.02334835
Sandringham College,40620.0,2022,SANDRINGHAM,30.0,4.8,81.5,95.0,1093.0,Government,Secondary,977.0,-37.9566838,145.02334835
Sandringham College,,2023,SANDRINGHAM,30.0,7.3,70.2,95.0,,,,,,
Santa Maria College,45841.0,2014,NORTHCOTE,32.0,8.3,98.0,100.0,1062.0,Catholic,Secondary,909.0,-37.770356,145.00248
Santa Maria College,45841.0,2015,NORTHCOTE,31.0,11.0,99.0,100.0,1066.0,Catholic,Secondary,911.0,-37.770356,145.00248
Santa Maria College,45841.0,2016,NORTHCOTE,31.0,8.0,98.0,100.0,1077.0,Catholic,Secondary,905.0,-37.770356,145.00248
Santa Maria College,45841.0,2017,NORTHCOTE,31.0,10.1,94.0,100.0,1085.0,Catholic,Secondary,920.0,-37.770356,145.00248
Santa Maria College,45841.0,2018,NORTHCOTE,31.0,7.9,97.1,100.0,1088.0,Catholic,Secondary,917.0,-37.770356,145.00248
Santa Maria College,45841.0,2019,NORTHCOTE,31.0,9.6,93.1,100.0,1091.0,Catholic,Secondary,915.0,-37.770356,145.00248
Santa Maria College,45841.0,2020,NORTHCOTE,31.0,9.7,95.4,100.0,1095.0,Catholic,Secondary,890.0,-37.770356,145.00248
Santa Maria College,45841.0,2021,NORTHCOTE,32.0,10.8,96.8,100.0,1098.0,Catholic,Secondary,888.0,-37.770356,145.00248
Santa Maria College,45841.0,2022,NORTHCOTE,30.0,6.3,94.4,100.0,1101.0,Catholic,Secondary,856.0,-37.770356,145.00248
Santa Maria College,,2023,NORTHCOTE,30.0,6.8,96.4,100.0,,,,,,
Scoresby Secondary College,45463.0,2014,SCORESBY,26.0,1.0,82.0,98.0,979.0,Government,Secondary,398.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2015,SCORESBY,23.0,0.0,77.0,94.0,977.0,Government,Secondary,346.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2016,SCORESBY,23.0,1.5,78.0,98.0,990.0,Government,Secondary,288.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2017,SCORESBY,24.0,0.0,77.0,100.0,969.0,Government,Secondary,236.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2018,SCORESBY,28.0,1.6,72.0,100.0,981.0,Government,Secondary,253.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2019,SCORESBY,27.0,1.0,86.4,100.0,994.0,Government,Secondary,279.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2020,SCORESBY,25.0,1.1,60.0,100.0,991.0,Government,Secondary,277.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2021,SCORESBY,27.0,1.4,52.9,100.0,988.0,Government,Secondary,256.0,-37.888642,145.2362
Scoresby Secondary College,45463.0,2022,SCORESBY,27.0,2.0,75.0,100.0,983.0,Government,Secondary,251.0,-37.888642,145.2362
Scoresby Secondary College,,2023,SCORESBY,27.0,1.4,48.3,90.0,,,,,,
Scotch College,46172.0,2014,HAWTHORN,36.0,26.6,96.0,100.0,1203.0,Independent,Combined,1886.0,-37.833922,145.032288
Scotch College,46172.0,2015,HAWTHORN,35.0,22.3,99.0,100.0,1201.0,Independent,Combined,1871.0,-37.833922,145.032288
Scotch College,46172.0,2016,HAWTHORN,35.0,23.9,96.0,100.0,1196.0,Independent,Combined,1862.0,-37.833922,145.032288
Scotch College,46172.0,2017,HAWTHORN,36.0,26.8,97.0,100.0,1199.0,Independent,Combined,1883.0,-37.833922,145.032288
Scotch College,46172.0,2018,HAWTHORN,35.0,21.6,96.9,100.0,1193.0,Independent,Combined,1866.0,-37.833922,145.032288
Scotch College,46172.0,2019,HAWTHORN,35.0,27.2,99.6,100.0,1191.0,Independent,Combined,1875.0,-37.833922,145.032288
Scotch College,46172.0,2020,HAWTHORN,35.0,23.4,96.5,100.0,1191.0,Independent,Combined,1879.0,-37.833922,145.032288
Scotch College,46172.0,2021,HAWTHORN,34.0,20.9,96.6,100.0,1188.0,Independent,Combined,1879.0,-37.833922,145.032288
Scotch College,46172.0,2022,HAWTHORN,35.0,23.2,99.2,100.0,1191.0,Independent,Combined,1882.0,-37.833922,145.032288
Scotch College,,2023,HAWTHORN,34.0,18.4,97.0,100.0,,,,,,
Seymour College,40851.0,2014,SEYMOUR,25.0,0.0,66.0,92.0,935.0,Government,Combined,886.0,-37.02984234,145.1411167
Seymour College,40851.0,2015,SEYMOUR,26.0,1.1,64.0,95.0,931.0,Government,Combined,802.0,-37.02984234,145.1411167
Seymour College,40851.0,2016,SEYMOUR,27.0,1.5,85.0,90.0,929.0,Government,Combined,784.0,-37.02984234,145.1411167
Seymour College,40851.0,2017,SEYMOUR,25.0,2.6,72.0,88.0,933.0,Government,Combined,749.0,-37.02984234,145.1411167
Seymour College,40851.0,2018,SEYMOUR,26.0,1.3,65.9,95.0,938.0,Government,Combined,726.0,-37.02984234,145.1411167
Seymour College,40851.0,2019,SEYMOUR,27.0,3.0,56.6,94.0,940.0,Government,Combined,736.0,-37.02984234,145.1411167
Seymour College,40851.0,2020,SEYMOUR,26.0,2.6,64.8,100.0,937.0,Government,Combined,692.0,-37.02984234,145.1411167
Seymour College,40851.0,2021,SEYMOUR,27.0,2.8,67.3,100.0,940.0,Government,Combined,744.0,-37.02984234,145.1411167
Seymour College,40851.0,2022,SEYMOUR,25.0,2.6,70.5,93.0,933.0,Government,Combined,732.0,-37.02984234,145.1411167
Seymour College,,2023,SEYMOUR,25.0,1.8,68.5,100.0,,,,,,
Shelford Girls' Grammar,46183.0,2014,CAULFIELD,38.0,37.5,100.0,100.0,1169.0,Independent,Combined,434.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2015,CAULFIELD,37.0,32.6,98.0,100.0,1172.0,Independent,Combined,435.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2016,CAULFIELD,37.0,30.7,100.0,100.0,1166.0,Independent,Combined,499.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2017,CAULFIELD,36.0,25.4,97.0,100.0,1168.0,Independent,Combined,504.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2018,CAULFIELD,35.0,22.3,98.4,100.0,1157.0,Independent,Combined,526.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2019,CAULFIELD,36.0,25.0,95.5,100.0,1162.0,Independent,Combined,515.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2020,CAULFIELD,35.0,18.2,98.5,100.0,1162.0,Independent,Combined,511.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2021,CAULFIELD NORTH,35.0,23.0,98.2,100.0,1153.0,Independent,Combined,467.0,-37.877908,145.011318
Shelford Girls' Grammar,46183.0,2022,CAULFIELD NORTH,36.0,27.1,97.0,100.0,1147.0,Independent,Combined,447.0,-37.877908,145.011318
Shelford Girls' Grammar,,2023,CAULFIELD NORTH,34.0,16.1,98.4,100.0,,,,,,
Shepparton ACE College,40848.0,2014,SHEPPARTON,,,,,,Independent,Secondary,37.0,-36.38413232,145.41164522
Shepparton ACE College,40848.0,2015,SHEPPARTON,,,,,,Independent,Secondary,53.0,-36.38413232,145.41164522
Shepparton ACE College,40848.0,2016,SHEPPARTON,,,,,,Independent,Secondary,44.0,-36.38413232,145.41164522
Shepparton ACE College,40848.0,2017,SHEPPARTON,,,,,,Independent,Secondary,62.0,-36.38413232,145.41164522
Shepparton ACE College,40848.0,2018,SHEPPARTON,,,,,886.0,Independent,Secondary,61.0,-36.38413232,145.41164522
Shepparton ACE College,40848.0,2019,SHEPPARTON,,,,,887.0,Independent,Secondary,82.0,-36.38413232,145.41164522
Shepparton ACE College,40848.0,2020,SHEPPARTON,,,,,921.0,Independent,Secondary,86.0,-36.38413232,145.41164522
Shepparton ACE College,40848.0,2021,SHEPPARTON,,,,,906.0,Independent,Secondary,82.0,-36.3776363800323,145.401748339538
Shepparton ACE Sec College,40848.0,2022,SHEPPARTON,,,,,899.0,Independent,Secondary,85.0,-36.3776363800323,145.401748339538
Shepparton ACE Sec College,,2023,SHEPPARTON,,,,60.0,,,,,,
Shepparton Christian College,46344.0,2014,SHEPPARTON,29.0,3.3,80.0,100.0,1040.0,Independent,Combined,210.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2015,SHEPPARTON,30.0,2.8,88.0,100.0,1042.0,Independent,Combined,222.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2016,SHEPPARTON,28.0,1.6,83.0,92.0,1047.0,Independent,Combined,207.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2017,SHEPPARTON,28.0,10.5,56.0,100.0,1041.0,Independent,Combined,200.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2018,SHEPPARTON,27.0,1.4,68.8,100.0,1049.0,Independent,Combined,179.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2019,SHEPPARTON,27.0,7.0,20.0,100.0,1049.0,Independent,Combined,211.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2020,SHEPPARTON,27.0,3.7,72.7,100.0,1049.0,Independent,Combined,235.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2021,SHEPPARTON,29.0,0.0,58.3,100.0,1030.0,Independent,Combined,259.0,-36.35375591,145.41625825
Shepparton Christian College,46344.0,2022,SHEPPARTON,29.0,1.7,71.4,100.0,1039.0,Independent,Combined,286.0,-36.35375591,145.41625825
Shepparton Christian College,,2023,SHEPPARTON,26.0,7.1,50.0,100.0,,,,,,
Shepparton High School,45445.0,2014,SHEPPARTON,25.0,0.9,58.0,87.0,1004.0,Government,Secondary,687.0,-38.18665,144.337409
Shepparton High School,45445.0,2015,SHEPPARTON,25.0,0.7,68.0,93.0,1000.0,Government,Secondary,634.0,-38.18665,144.337409
Shepparton High School,45445.0,2016,SHEPPARTON,27.0,1.7,61.0,89.0,1011.0,Government,Secondary,565.0,-38.18665,144.337409
Shepparton High School,45445.0,2017,SHEPPARTON,24.0,2.0,73.0,84.0,1010.0,Government,Secondary,560.0,-38.18665,144.337409
Shepparton High School,45445.0,2018,SHEPPARTON,24.0,0.5,61.7,87.0,1015.0,Government,Secondary,563.0,-38.18665,144.337409
Shepparton High School,45445.0,2019,SHEPPARTON,23.0,0.0,53.5,86.0,1022.0,Government,Secondary,656.0,-38.18665,144.337409
Sherbrooke Community School,45316.0,2014,SASSAFRAS,25.0,5.4,30.0,70.0,1007.0,Government,Combined,138.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2015,SASSAFRAS,27.0,0.0,89.0,100.0,1016.0,Government,Combined,153.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2016,SASSAFRAS,26.0,0.0,80.0,100.0,1004.0,Government,Combined,146.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2017,SASSAFRAS,25.0,2.6,40.0,80.0,1002.0,Government,Combined,157.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2018,SASSAFRAS,26.0,0.0,57.9,100.0,1017.0,Government,Combined,131.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2019,SASSAFRAS,26.0,0.0,80.0,90.0,1035.0,Government,Combined,131.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2020,SASSAFRAS,28.0,3.3,45.5,100.0,1035.0,Government,Combined,148.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2021,SASSAFRAS,30.0,20.0,50.0,100.0,1027.0,Government,Combined,138.0,-37.868244,145.349444
Sherbrooke Community School,45316.0,2022,SASSAFRAS,30.0,0.0,57.1,100.0,1015.0,Government,Combined,123.0,-37.868244,145.349444
Sherbrooke Community School,,2023,SASSAFRAS,26.0,,40.0,100.0,,,,,,
Siena College,45857.0,2014,CAMBERWELL,34.0,18.5,99.0,99.0,1134.0,Catholic,Secondary,712.0,-37.833662,145.082575
Siena College,45857.0,2015,CAMBERWELL,34.0,14.4,96.0,100.0,1130.0,Catholic,Secondary,741.0,-37.833662,145.082575
Siena College,45857.0,2016,CAMBERWELL,34.0,16.0,98.0,100.0,1126.0,Catholic,Secondary,739.0,-37.833662,145.082575
Siena College,45857.0,2017,CAMBERWELL,34.0,14.3,100.0,100.0,1132.0,Catholic,Secondary,742.0,-37.833662,145.082575
Siena College,45857.0,2018,CAMBERWELL,34.0,17.5,99.2,99.0,1132.0,Catholic,Secondary,784.0,-37.833662,145.082575
Siena College,45857.0,2019,CAMBERWELL,33.0,13.7,96.6,100.0,1143.0,Catholic,Secondary,791.0,-37.833662,145.082575
Siena College,45857.0,2020,CAMBERWELL,33.0,16.5,98.3,100.0,1142.0,Catholic,Secondary,799.0,-37.833662,145.082575
Siena College,45857.0,2021,CAMBERWELL,34.0,16.8,99.2,100.0,1145.0,Catholic,Secondary,823.0,-37.833662,145.082575
Siena College,45857.0,2022,CAMBERWELL,34.0,20.2,98.3,100.0,1151.0,Catholic,Secondary,782.0,-37.833662,145.082575
Siena College,,2023,CAMBERWELL,34.0,20.4,100.0,100.0,,,,,,
Simonds Catholic College,45631.0,2014,FITZROY NORTH,29.0,7.8,95.0,97.0,944.0,Catholic,Secondary,474.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2015,FITZROY NORTH,29.0,2.6,94.0,99.0,1008.0,Catholic,Secondary,484.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2016,FITZROY NORTH,28.0,3.0,94.0,98.0,989.0,Catholic,Secondary,455.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2017,FITZROY NORTH,31.0,4.2,92.0,98.0,1009.0,Catholic,Secondary,460.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2018,FITZROY NORTH,29.0,2.7,88.3,100.0,1000.0,Catholic,Secondary,435.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2019,FITZROY NORTH,30.0,5.8,86.3,98.0,1015.0,Catholic,Secondary,426.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2020,FITZROY NORTH,31.0,9.0,83.9,100.0,1019.0,Catholic,Secondary,416.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2021,FITZROY NORTH,30.0,7.3,93.0,100.0,1020.0,Catholic,Secondary,411.0,-37.805971,144.952883
Simonds Catholic College,45631.0,2022,FITZROY NORTH,29.0,1.0,89.7,98.0,1029.0,Catholic,Secondary,410.0,-37.805971,144.952883
Simonds Catholic College,,2023,WEST MELBOURNE,28.0,1.7,92.3,87.0,,,,,,
Sirius College - Eastmeadows,46335.0,2014,BROADMEADOWS,32.0,11.1,93.0,96.0,1014.0,Independent,Combined,2221.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2015,BROADMEADOWS,31.0,10.1,100.0,100.0,1026.0,Independent,Combined,2250.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2016,BROADMEADOWS,29.0,7.2,100.0,100.0,1019.0,Independent,Combined,2373.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2017,BROADMEADOWS,31.0,9.4,100.0,100.0,1031.0,Independent,Combined,2472.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2018,BROADMEADOWS,31.0,11.4,100.0,100.0,1042.0,Independent,Combined,2697.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2019,BROADMEADOWS,31.0,8.2,97.6,99.0,1053.0,Independent,Combined,2781.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2020,BROADMEADOWS,32.0,11.6,98.8,100.0,1053.0,Independent,Combined,2914.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2021,BROADMEADOWS,31.0,5.9,98.6,100.0,1054.0,Independent,Combined,2971.0,-37.684291,144.934966
Sirius College - Eastmeadows,46335.0,2022,BROADMEADOWS,29.0,7.0,98.9,100.0,1054.0,Independent,Combined,3033.0,-37.684291,144.934966
Sirius College - Eastmeadows,,2023,BROADMEADOWS,31.0,11.1,96.7,99.0,,,,,,
Sirius College - Ibrahim Dellal,46335.0,2022,SUNSHINE WEST,32.0,9.8,,,1054.0,Independent,Combined,3033.0,-37.684291,144.934966
Sirius College - Ibrahim Dellal,,2023,SUNSHINE WEST,31.0,4.9,94.3,97.0,,,,,,
Sirius College - Keysborough,46335.0,2014,KEYSBOROUGH,29.0,5.2,100.0,100.0,1014.0,Independent,Combined,2221.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2015,KEYSBOROUGH,30.0,5.2,97.0,97.0,1026.0,Independent,Combined,2250.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2016,KEYSBOROUGH,26.0,3.1,100.0,100.0,1019.0,Independent,Combined,2373.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2017,KEYSBOROUGH,29.0,5.5,100.0,100.0,1031.0,Independent,Combined,2472.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2018,KEYSBOROUGH,28.0,5.8,100.0,100.0,1042.0,Independent,Combined,2697.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2019,KEYSBOROUGH,30.0,11.2,100.0,100.0,1053.0,Independent,Combined,2781.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2020,KEYSBOROUGH,30.0,4.1,100.0,100.0,1053.0,Independent,Combined,2914.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2021,KEYSBOROUGH,29.0,4.0,90.9,100.0,1054.0,Independent,Combined,2971.0,-37.684291,144.934966
Sirius College - Keysborough,46335.0,2022,KEYSBOROUGH,30.0,5.0,100.0,100.0,1054.0,Independent,Combined,3033.0,-37.684291,144.934966
Sirius College - Keysborough,,2023,KEYSBOROUGH,30.0,4.6,94.9,97.0,,,,,,
Sirius College - Meadow Fair,46335.0,2014,BROADMEADOWS,28.0,7.2,94.0,100.0,1014.0,Independent,Combined,2221.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2015,BROADMEADOWS,28.0,10.3,94.0,100.0,1026.0,Independent,Combined,2250.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2016,BROADMEADOWS,31.0,11.4,90.0,100.0,1019.0,Independent,Combined,2373.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2017,BROADMEADOWS,33.0,12.4,97.0,100.0,1031.0,Independent,Combined,2472.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2018,BROADMEADOWS,31.0,13.3,98.8,100.0,1042.0,Independent,Combined,2697.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2019,BROADMEADOWS,32.0,9.4,96.4,98.0,1053.0,Independent,Combined,2781.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2020,BROADMEADOWS,31.0,13.6,91.7,100.0,1053.0,Independent,Combined,2914.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2021,BROADMEADOWS,31.0,8.0,94.9,100.0,1054.0,Independent,Combined,2971.0,-37.684291,144.934966
Sirius College - Meadow Fair,46335.0,2022,BROADMEADOWS,29.0,7.4,97.3,100.0,1054.0,Independent,Combined,3033.0,-37.684291,144.934966
Sirius College - Meadow Fair,,2023,BROADMEADOWS,30.0,8.5,95.5,98.0,,,,,,
